name,ratings,count_of_rating,company_types,hq,salary,interview_counts,jobs,benefits
Orient Bell,3.4,439.0,Building Material,New Delhi,1500.0,24.0,3.0,37.0
Intelizign Lifecycle Services,3.8,439.0,IT Services & Consulting,Pune,2700.0,61.0,30.0,24.0
ZTE Corporation,4.1,439.0,Telecom,Gurugram,1200.0,21.0,2.0,65.0
Honeywell International India,4.0,439.0,Defence & Aerospace,Pune,2600.0,39.0,0.0,50.0
Spice Money,4.2,442.0,FinTech,Noida,1500.0,41.0,6.0,29.0
Ind-Swift Laboratories,3.8,438.0,Pharma,Chandigarh,1600.0,22.0,12.0,58.0
Kutchina,3.4,438.0,Consumer Electronics & Appliances,Kolkata,1200.0,16.0,2.0,24.0
Paynearby Technologies,3.9,438.0,FinTech,Mumbai,1600.0,30.0,0.0,23.0
Ensono,4.1,438.0,IT Services & Consulting,Pune,2700.0,31.0,54.0,25.0
Mintifi,3.4,438.0,Financial Services,Mumbai,1300.0,23.0,0.0,6.0
Bmm Ispat,3.9,438.0,Iron & Steel,Hosapete,1600.0,35.0,4.0,37.0
Lotte India Corporation,4.0,439.0,FMCG,Chennai,1500.0,33.0,37.0,37.0
Carrier Midea,3.5,438.0,Consumer Electronics & Appliances,Pune,1900.0,19.0,6.0,22.0
PULSUS HealthTech Group,3.2,438.0,Printing & Publishing,Visakhapatnam,1300.0,36.0,15.0,34.0
Motilal Oswal Private Wealth Management,4.5,437.0,Financial Services,Mumbai,283.0,83.0,0.0,4.0
FCM Travel,3.4,437.0,Travel & Tourism,New Delhi,1500.0,16.0,1.0,29.0
Groupon,3.0,437.0,Internet,Chennai,2300.0,46.0,0.0,39.0
Tessolve,3.2,438.0,Semiconductors,Bengaluru,3100.0,65.0,49.0,15.0
CES,3.4,438.0,IT Services & Consulting,Hyderabad,2700.0,59.0,27.0,39.0
IL&FS Engineering and Construction,4.4,437.0,Engineering & Construction,Hyderabad,929.0,17.0,6.0,56.0
ARMSOFTECH.AIR,3.3,437.0,IT Services & Consulting,Chennai,1400.0,31.0,4.0,52.0
Impact Guru,3.5,437.0,Internet,Mumbai,1700.0,81.0,104.0,7.0
Baramati Agro,3.8,437.0,Food Processing,Pune,1600.0,29.0,4.0,27.0
NCSI Technologies Pvt Ltd,3.7,438.0,IT Services & Consulting,Pune,1900.0,70.0,1.0,21.0
360 Realtors,3.5,436.0,Real Estate,Pune,1500.0,36.0,2.0,45.0
Tally Solutions,4.0,436.0,Software Product,Bengaluru,2400.0,49.0,33.0,50.0
Haldia Petrochemicals,3.7,436.0,Petrochemicals,Haldia,2100.0,43.0,3.0,49.0
IIMI Image Management Private Limited,4.0,436.0,BPO,Kolkata,558.0,56.0,2.0,8.0
RSWM Limited,4.0,436.0,Fashion & Textile,Bhilwara,1300.0,20.0,18.0,44.0
India Nippon Electricals,3.6,436.0,Electrical Equipment,Hosur,1600.0,25.0,35.0,58.0
Desun Hospital & Heart Institute,3.8,436.0,Healthcare,Kolkata,1100.0,31.0,14.0,24.0
Nagarjuna Fertilizers and Chemicals,4.1,435.0,Agro Chemicals,Kakinada,1300.0,19.0,0.0,55.0
Entrata,3.8,435.0,Software Product,Pune,2400.0,44.0,1.0,51.0
IMS People,3.6,435.0,Recruitment,Ahmedabad,2200.0,46.0,0.0,37.0
Ramada,3.8,435.0,Hospitality,Mumbai,1100.0,22.0,1.0,70.0
Samsonite,4.1,435.0,Retail,Nashik,1400.0,17.0,22.0,30.0
Ashiana Housing,4.0,435.0,Real Estate,Jaipur,1600.0,37.0,19.0,52.0
Astra Microwave Products,4.0,435.0,Defence & Aerospace,Hyderabad,2100.0,32.0,1.0,25.0
Chambal Fertilisers And Chemicals,3.7,436.0,Agro Chemicals,Kota,1600.0,29.0,0.0,37.0
Nowfloats Technologies,3.8,435.0,Software Product,Hyderabad,1100.0,25.0,0.0,67.0
Eurofins It Solutions,2.8,435.0,IT Services & Consulting,Bengaluru,3500.0,71.0,0.0,60.0
Samsung C&T,4.2,435.0,Engineering & Construction,Mumbai,1400.0,15.0,11.0,45.0
Hike Education Private Limited,4.3,434.0,EdTech,Gurugram,725.0,147.0,3.0,12.0
Silver Touch Technologies,2.9,434.0,IT Services & Consulting,New Delhi,2600.0,35.0,7.0,7.0
Capital Foods,4.2,433.0,Food Processing,Mumbai,1300.0,32.0,6.0,55.0
Pon Pure Chemical,3.6,433.0,Chemicals,Chennai,1500.0,28.0,15.0,34.0
CWT,3.4,433.0,Travel & Tourism,New Delhi,1400.0,9.0,0.0,58.0
Europa Locks,3.8,433.0,Building Material,Pune,1800.0,31.0,21.0,40.0
Self Practice,4.4,433.0,Analytics & KPO,New Delhi,5900.0,69.0,0.0,20.0
YKK,3.7,433.0,Fashion & Textile,Rewari,1400.0,27.0,0.0,48.0
ABCI Infrastructures,3.3,433.0,Engineering & Construction,Bengaluru,8100.0,85.0,4.0,55.0
Samsung SDS,3.0,432.0,IT Services & Consulting,Gurugram,2800.0,34.0,0.0,20.0
Motherhood Hospital,3.6,432.0,Healthcare,Bengaluru,1800.0,23.0,82.0,18.0
Le Méridien,4.1,432.0,Hospitality,New Delhi,1200.0,23.0,0.0,63.0
Systems Plus,4.2,431.0,IT Services & Consulting,Pune,1600.0,32.0,37.0,16.0
Novartis Healthcare,4.0,431.0,Pharma,Hyderabad,3100.0,23.0,2.0,48.0
Reshamandi,3.5,430.0,Fashion & Textile,Bengaluru,604.0,17.0,0.0,125.0
NR Consulting,4.6,431.0,IT Services & Consulting,Noida,337.0,96.0,266.0,21.0
Uniparts Group,3.7,432.0,Industrial Machinery,Noida,1600.0,23.0,1.0,33.0
Shyam Sel & Power,3.7,430.0,Electronics Manufacturing,Kolkata,1500.0,57.0,0.0,20.0
AIMLAY,4.7,431.0,EdTech,New Delhi,450.0,17.0,11.0,32.0
Buhler,3.8,429.0,Industrial Machinery,Bengaluru,1900.0,33.0,0.0,39.0
Universal Corporation,3.6,429.0,Consumer Electronics & Appliances,Kolkata,1300.0,22.0,2.0,20.0
Mahindra Last Mile Mobility,3.7,429.0,Automobile,Bengaluru,1300.0,23.0,0.0,4.0
B.C. Jindal Group of Companies,3.9,429.0,Iron & Steel,New Delhi,1100.0,29.0,0.0,16.0
TTK Healthcare,4.1,429.0,Medical Equipment,Chennai,1400.0,18.0,11.0,54.0
Daimler Truck,3.6,428.0,Automobile,Bengaluru,3100.0,42.0,38.0,3.0
Nettur Technical Training Foundation,3.6,428.0,Education & Training,Bengaluru,1100.0,28.0,3.0,38.0
Dorset Industries,4.4,428.0,Building Material,Gurugram,961.0,92.0,6.0,36.0
Aka Logistics,3.2,429.0,Logistics,Kolkata,1400.0,39.0,7.0,28.0
Franchise India Brands,2.8,428.0,Marketing & Advertising,New Delhi,1400.0,42.0,7.0,8.0
Viva Composite Panel,4.5,427.0,Building Material,Mumbai,647.0,104.0,35.0,13.0
Prolifics Corporation,3.5,427.0,IT Services & Consulting,Hyderabad,2500.0,65.0,43.0,25.0
Indigo Paints,3.8,427.0,Chemicals,Pune,1400.0,33.0,0.0,16.0
Oberoi Realty,4.3,427.0,Real Estate,Mumbai,2000.0,21.0,8.0,38.0
Rama Medical College Hospital & Research Centre,3.7,427.0,Healthcare,Kanpur,1300.0,39.0,0.0,45.0
Sagar Cements,4.3,427.0,Building Material,Hyderabad,1400.0,42.0,2.0,30.0
Bangalore International Airport,4.3,426.0,Aviation,Bengaluru,1600.0,35.0,3.0,34.0
Zealous Services,2.6,426.0,Design,Chennai,1200.0,22.0,1.0,51.0
Starbucks,4.1,426.0,Hospitality,Mumbai,1200.0,38.0,1.0,42.0
Indiafilings,3.9,426.0,Internet,Chennai,1100.0,162.0,36.0,16.0
Saama Technologies,3.6,426.0,IT Services & Consulting,Pune,3700.0,60.0,21.0,45.0
Global Indian International School,4.2,426.0,Education & Training,Noida,1000.0,21.0,43.0,55.0
Secure Value,3.4,426.0,IT Services & Consulting,Mumbai,864.0,20.0,0.0,22.0
V-Xpress,3.9,425.0,Logistics,Mumbai,1100.0,22.0,0.0,31.0
Bonace Engineers,4.0,426.0,Recruitment,Mumbai,1200.0,36.0,0.0,26.0
DataMetica,3.0,425.0,IT Services & Consulting,Pune,3000.0,49.0,48.0,20.0
Medica Superspecialty Hospital,3.9,425.0,Healthcare,Kolkata,1500.0,20.0,180.0,46.0
MyMoneyMantra,3.2,425.0,Internet,New Delhi,1800.0,15.0,0.0,11.0
Owens Corning,3.6,425.0,Building Material,Mumbai,1800.0,21.0,5.0,41.0
Tagros Chemicals,3.6,425.0,Agro Chemicals,Cuddalore,1900.0,40.0,14.0,41.0
National Bulk Handling Corporation,4.1,424.0,Agriculture,Mumbai,1100.0,23.0,9.0,41.0
Havmor Ice Cream,4.1,424.0,Food Processing,Ahmedabad,1300.0,30.0,0.0,46.0
Indian Overseas Bank,3.5,424.0,Banking,Chennai,1000.0,18.0,0.0,26.0
Roca Bathroom Products,3.7,424.0,Building Material,Chennai,1400.0,23.0,7.0,45.0
Apex Laboratories,3.9,424.0,Pharma,Chennai,1900.0,27.0,4.0,34.0
Adani Infra,3.7,424.0,Engineering & Construction,Ahmedabad,1800.0,42.0,0.0,6.0
P.D. Hinduja National Hospital and Medical Research Centre,3.9,424.0,Healthcare,Mumbai,2400.0,30.0,29.0,44.0
Enphase Energy,2.6,424.0,Power,Bengaluru,3200.0,58.0,36.0,19.0
Capital Trust,3.4,423.0,NBFC,New Delhi,846.0,23.0,0.0,28.0
Educomp Solutions,3.4,423.0,EdTech,Gurugram,630.0,5.0,0.0,46.0
Gtpl Hathway,4.0,423.0,Broadcasting,Ahmedabad,1900.0,29.0,15.0,25.0
myGate,3.0,424.0,Law Enforcement & Security,Bengaluru,2100.0,33.0,7.0,23.0
CogentHubCX.AI,3.1,423.0,BPO,Kolkata,925.0,37.0,16.0,20.0
The Belgian Waffle co,4.4,423.0,Hospitality,Mumbai,762.0,58.0,2.0,5.0
SKH Y-TEC,3.9,423.0,Auto Components,Ahmedabad,1300.0,32.0,0.0,23.0
Metrochem Api,3.1,423.0,Pharma,Hyderabad,2000.0,36.0,5.0,36.0
Qwik Supply Chain,3.9,424.0,,Mumbai,1100.0,28.0,0.0,17.0
Balaji Wafers,4.3,423.0,FMCG,Indore,1200.0,32.0,6.0,23.0
ITC Limited - Paperboards Specialty Papers Division,3.9,423.0,Packaging,Bhadrachalam,1600.0,19.0,3.0,38.0
PowerSchool India,3.3,423.0,Software Product,Bengaluru,3000.0,48.0,12.0,29.0
HYT Engineering Company Pvt Ltd,3.2,423.0,Industrial Machinery,Pune,1500.0,38.0,20.0,33.0
CapeStart,4.6,424.0,IT Services & Consulting,Nagercoil,656.0,87.0,44.0,134.0
Virchow Biotech,3.3,423.0,Pharma,Hyderabad,1700.0,27.0,0.0,37.0
Aliens Group,3.8,422.0,Real Estate,Hyderabad,1300.0,46.0,9.0,58.0
Venus Remedies,4.2,422.0,Pharma,Baddi,1000.0,43.0,68.0,83.0
Accelya Solutions India Limited,3.4,422.0,IT Services & Consulting,Mumbai,2700.0,51.0,19.0,31.0
Jubilant Biosys,3.5,422.0,Biotechnology,Bengaluru,2000.0,44.0,50.0,33.0
Unilever Global,3.6,422.0,FMCG,Bengaluru,909.0,32.0,0.0,8.0
Himatsingka Seide,3.5,422.0,Fashion & Textile,Bengaluru,1500.0,30.0,4.0,35.0
Slice,3.2,423.0,Banking,Bengaluru,2400.0,58.0,12.0,9.0
Ipsos,3.1,421.0,Analytics & KPO,Mumbai,2600.0,43.0,11.0,25.0
Agro Tech Foods,4.0,421.0,FMCG,Hyderabad,1100.0,22.0,17.0,38.0
Essar Group,3.8,421.0,Engineering & Construction,Mumbai,1900.0,33.0,5.0,52.0
Workcell Solutions,3.5,421.0,Pharma,Mumbai,1300.0,28.0,1.0,1.0
ArisGlobal,2.8,421.0,IT Services & Consulting,Bengaluru,2800.0,43.0,1.0,12.0
Raptakos Brett and Company,3.4,421.0,Pharma,Mumbai,1500.0,23.0,7.0,26.0
Indus Net Technologies,3.0,420.0,IT Services & Consulting,Kolkata,2000.0,35.0,8.0,21.0
Pole To Win,3.2,420.0,Gaming,Bengaluru,2000.0,62.0,27.0,44.0
Aramex,3.3,420.0,Logistics,Mumbai,1300.0,27.0,0.0,46.0
Gujarat Ambuja Exports,3.3,421.0,Agro Chemicals,Ahmedabad,1500.0,23.0,3.0,25.0
Indian Space Research Organisation,4.6,420.0,Defence & Aerospace,Bengaluru,1300.0,24.0,0.0,40.0
Bharat Aluminium Company (BALCO),3.9,419.0,Metals & Mining,Korba,1700.0,37.0,0.0,41.0
Odessa,3.6,419.0,Software Product,Bengaluru,2400.0,46.0,1.0,52.0
Copeland,3.8,420.0,Electronics Manufacturing,Pune,2500.0,26.0,35.0,3.0
BPTP,4.1,419.0,Real Estate,New Delhi,1400.0,29.0,23.0,50.0
VRB Consumer Products Private Limited,4.1,419.0,FMCG,New Delhi,1400.0,23.0,22.0,37.0
CGI India,4.1,419.0,Marketing & Advertising,Bengaluru,2000.0,9.0,0.0,63.0
Fortis Escorts Hospital,4.2,418.0,Healthcare,New Delhi,954.0,21.0,0.0,37.0
Magus Customer Dialog,3.9,418.0,BPO,Hyderabad,765.0,12.0,3.0,42.0
GRT Jewellers,4.1,418.0,Jewellery,Chennai,1600.0,31.0,12.0,22.0
Merck,4.0,418.0,Pharma,Bengaluru,2800.0,21.0,21.0,40.0
Kanpur Fertilizers & Chemicals,3.7,419.0,Agro Chemicals,Kanpur,1200.0,39.0,0.0,19.0
SHARE Microfin,4.2,418.0,Financial Services,Hyderabad,537.0,24.0,0.0,41.0
PC Jewellers,3.8,418.0,Metals & Mining,New Delhi,930.0,26.0,5.0,32.0
Core Integra Consulting Services,3.4,417.0,Recruitment,Mumbai,1300.0,26.0,0.0,24.0
Bank of Maharashtra,3.3,417.0,Banking,Pune,1500.0,20.0,0.0,31.0
Euler Motors,3.6,417.0,Automobile,New Delhi,1700.0,43.0,25.0,10.0
Oda Class,2.9,416.0,EdTech,Bengaluru,675.0,30.0,0.0,10.0
Onsitego,3.6,416.0,Internet,Mumbai,1400.0,20.0,14.0,30.0
Manhattan Associates,3.3,416.0,IT Services & Consulting,Bengaluru,3500.0,43.0,3.0,42.0
Win Medicare,4.1,416.0,Pharma,New Delhi,1000.0,24.0,0.0,31.0
Kailash Hospital,3.9,416.0,Healthcare,Noida,1000.0,24.0,0.0,23.0
V-bazaar Retail,3.9,416.0,Retail,Gurugram,945.0,35.0,0.0,26.0
Air Liquide,3.4,415.0,Chemicals,New Delhi,1700.0,39.0,58.0,41.0
Zenex Animal Health,4.7,415.0,Pharma,Ahmedabad,255.0,92.0,3.0,33.0
RDC Concrete (India),4.0,416.0,Real Estate,Mumbai,1300.0,40.0,3.0,35.0
Greet Technologies,2.7,415.0,BPO,Bengaluru,1300.0,40.0,0.0,28.0
Dodsal Engineering & Construction,4.5,414.0,Engineering & Construction,Mumbai,691.0,16.0,0.0,71.0
Gold Plus Glass,3.4,416.0,Other,Roorkee,1500.0,21.0,5.0,54.0
Auro Realty Private Limited,4.3,414.0,Real Estate,Hyderabad,1600.0,27.0,16.0,11.0
Hindustan Foods,3.6,414.0,FMCG,Hyderabad,1900.0,35.0,8.0,25.0
Sarvodaya Hospital,3.8,414.0,Healthcare,Faridabad,1500.0,21.0,218.0,25.0
Invensis Technologies,3.4,414.0,BPO,Bengaluru,2000.0,33.0,18.0,17.0
Eversendai,3.5,414.0,Engineering & Construction,Chennai,1600.0,32.0,3.0,42.0
Dixit Infotech Services,3.5,414.0,IT Services & Consulting,Mumbai,1500.0,29.0,3.0,22.0
PGP Glass,4.0,414.0,Packaging,Vadodara,1400.0,37.0,27.0,18.0
SolarSquare Energy,3.0,414.0,Power,Pune,1500.0,40.0,166.0,16.0
Piramal Swasthya,4.1,413.0,,Hyderabad,987.0,21.0,0.0,38.0
Schoolnet India,3.8,413.0,EdTech,Mumbai,1100.0,24.0,21.0,54.0
M Baazar,3.8,413.0,Retail,Kolkata,905.0,33.0,15.0,6.0
SMS India Private Limited,4.0,414.0,Engineering & Construction,Gurugram,2100.0,33.0,0.0,23.0
Spoton Logistics,4.4,412.0,Logistics,Bengaluru,1100.0,18.0,0.0,54.0
STUDDS Accessories Limited,4.0,413.0,Auto Components,Faridabad,1300.0,58.0,2.0,29.0
UCAL Fuel Systems,3.8,412.0,Auto Components,Chennai,1400.0,14.0,2.0,28.0
SML Isuzu,4.1,412.0,Automobile,Chandigarh,1500.0,30.0,8.0,35.0
ICFAI University,3.6,411.0,Education & Training,Hyderabad,862.0,24.0,0.0,42.0
Recpdcl.ltd,4.1,411.0,Facility Management Services,New Delhi,814.0,17.0,0.0,35.0
TVS Mobility,4.0,411.0,Automobile,Chennai,1500.0,37.0,6.0,13.0
Bses Yamuna Power,3.7,412.0,Power,New Delhi,1400.0,25.0,0.0,29.0
Venkateshwara Hatcheries,3.8,411.0,Food Processing,Pune,1500.0,13.0,0.0,32.0
Munjal Showa,3.2,411.0,Auto Components,Gurugram,1200.0,19.0,7.0,36.0
MAYORA,3.9,410.0,FMCG,Hyderabad,964.0,25.0,4.0,46.0
The Phoenix Mills,3.9,410.0,Real Estate,Mumbai,1900.0,26.0,14.0,27.0
Stanley Black & Decker,3.7,410.0,Industrial Machinery,Pune,1900.0,30.0,23.0,30.0
Leixir Dental Group,4.6,413.0,Healthcare,Gurugram,675.0,140.0,1.0,61.0
Thyssenkrupp Industrial Solutions,4.1,410.0,Industrial Machinery,Mumbai,1500.0,24.0,0.0,29.0
Adroit Synergies,3.1,411.0,BPO,Noida,1300.0,47.0,28.0,17.0
LOGISTEED India Pvt. Ltd.,4.0,409.0,Logistics,Chennai,1400.0,9.0,0.0,16.0
Writer Corporation,3.3,409.0,Logistics,Mumbai,1500.0,24.0,32.0,29.0
eNoah iSolution,3.8,409.0,IT Services & Consulting,Chennai,2300.0,33.0,16.0,19.0
CEVA Logistics,3.8,409.0,Logistics,Mumbai,1500.0,14.0,0.0,29.0
Huron,3.7,409.0,Management Consulting,Bengaluru,3000.0,39.0,203.0,22.0
Black Knight,3.5,409.0,IT Services & Consulting,Hyderabad,2600.0,29.0,0.0,43.0
Etech Global Services,3.6,409.0,BPO,Gandhinagar,1800.0,45.0,4.0,43.0
CANTABIL RETAIL INDIA,3.9,409.0,Fashion & Textile,New Delhi,1100.0,29.0,4.0,13.0
Hexagon Nutrition,4.0,409.0,Food Processing,Mumbai,1000.0,20.0,21.0,132.0
Azentio,3.1,409.0,Software Product,Chennai,3700.0,48.0,4.0,11.0
L&T Heavy Engineering,3.7,409.0,,Surat,853.0,31.0,0.0,33.0
Cheil India,2.8,409.0,Marketing & Advertising,Gurugram,2100.0,19.0,4.0,49.0
Nyati Group,4.2,410.0,Real Estate,Pune,1500.0,37.0,1.0,25.0
Hanon Systems,4.0,408.0,Auto Components,Chennai,1600.0,16.0,3.0,52.0
Broadcom,3.2,408.0,Semiconductors,Bengaluru,3100.0,45.0,37.0,37.0
MRF Vapocure Paints,4.0,408.0,Chemicals,Chennai,1300.0,33.0,0.0,18.0
American Axle & Manufacturing,4.3,408.0,Auto Components,Pune,1500.0,27.0,0.0,38.0
Gravita,4.4,408.0,Metals & Mining,Jaipur,1200.0,63.0,29.0,30.0
Christian Medical College,4.1,408.0,Education & Training,Vellore,1300.0,14.0,2.0,29.0
The Hans Foundation,4.1,408.0,Non-Profit,New Delhi,809.0,41.0,132.0,4.0
Marelli Motherson Automotive Lighting,3.7,411.0,Auto Components,Pune,1500.0,28.0,0.0,15.0
Acadecraft,3.6,408.0,EdTech,Noida,890.0,62.0,2.0,48.0
Muthoot Housing Finance Company,4.1,408.0,NBFC,Mumbai,1200.0,32.0,16.0,10.0
Uplers,3.6,408.0,Internet,Ahmedabad,1700.0,47.0,9.0,108.0
Kuehne + Nagel,3.6,407.0,Logistics,Gurugram,1700.0,27.0,4.0,43.0
Al Turki Enterprises,3.5,407.0,Oil & Gas,Muscat,941.0,16.0,0.0,50.0
Roop Automotives,4.2,407.0,Auto Components,Gurugram,1300.0,31.0,0.0,40.0
ClearTax,3.0,407.0,IT Services & Consulting,Bengaluru,2400.0,50.0,37.0,18.0
Aeries Technology,3.1,408.0,IT Services & Consulting,Bengaluru,2600.0,34.0,149.0,34.0
Karamtara Engineering Limited,3.6,407.0,Engineering & Construction,Mumbai,1600.0,44.0,15.0,25.0
Gps Renewables,4.0,407.0,Oil & Gas,Bengaluru,966.0,90.0,4.0,6.0
Bosch Rexroth India,3.9,407.0,Industrial Machinery,Ahmedabad,1600.0,20.0,0.0,44.0
Tudip Technologies,3.9,406.0,IT Services & Consulting,Pune,1600.0,90.0,35.0,57.0
Connectwise India,3.3,406.0,IT Services & Consulting,Pune,2900.0,61.0,5.0,40.0
Wonderla Holidays,4.4,407.0,Events,Bengaluru,1100.0,40.0,37.0,48.0
Welspun Flooring,3.8,406.0,Building Material,Hyderabad,1200.0,22.0,0.0,25.0
Thermax Babcock Wilcox Energy Solutions,4.1,405.0,Industrial Machinery,Pune,1800.0,25.0,0.0,23.0
S. M. Auto Engineering,3.4,406.0,Auto Components,Pune,1500.0,27.0,2.0,14.0
Mettler-Toledo,3.5,405.0,Electrical Equipment,Mumbai,2100.0,27.0,1.0,43.0
ABC Consultants,3.9,405.0,Recruitment,Bengaluru,28000.0,244.0,0.0,21.0
Mantra Properties,4.2,405.0,Real Estate,Pune,954.0,40.0,15.0,20.0
National Fertilizers,4.3,404.0,Agro Chemicals,Bathinda,1100.0,30.0,0.0,41.0
Burns & McDonnell,4.1,404.0,Engineering & Construction,Mumbai,2400.0,54.0,13.0,35.0
Pearson Education India,3.8,404.0,Education & Training,Bengaluru,1700.0,9.0,57.0,50.0
GE Vernova T&D India,4.1,403.0,Power,Chennai,1600.0,11.0,0.0,44.0
GMR Hyderabad International Airport,4.0,404.0,Aviation,Hyderabad,1300.0,21.0,0.0,49.0
Call 2 Connect,2.5,404.0,BPO,Mumbai,1100.0,21.0,1.0,14.0
Icertis,3.3,403.0,Software Product,Pune,3300.0,59.0,19.0,50.0
Tirumala Milk Products,4.2,403.0,Food Processing,Chennai,1100.0,34.0,12.0,40.0
Shree Baidyanath Ayurved Bhawan,3.8,403.0,Pharma,Kolkata,1200.0,34.0,4.0,24.0
Sunstone,3.7,403.0,Education & Training,Gurugram,1700.0,26.0,53.0,24.0
Federal Mogul Goetze,3.9,403.0,Auto Components,Bengaluru,1400.0,17.0,0.0,50.0
Evoke Technologies,3.6,402.0,IT Services & Consulting,Hyderabad,3000.0,30.0,23.0,19.0
Mindlance,3.6,402.0,Recruitment,Noida,1600.0,30.0,0.0,30.0
Cooper Corporation,4.1,402.0,Auto Components,Satara,1500.0,55.0,23.0,35.0
Sedemac Mechatronics,4.0,402.0,Emerging Technologies,Pune,1600.0,37.0,1.0,33.0
Netlink Software,3.1,402.0,IT Services & Consulting,Bhopal,2200.0,23.0,13.0,41.0
Nuziveedu Seeds,3.8,402.0,Agriculture,Hyderabad,1200.0,33.0,3.0,31.0
VTP Realty,3.5,402.0,Real Estate,Pune,2000.0,43.0,21.0,9.0
Hajee A P Bava Construction,3.8,402.0,Engineering & Construction,Hyderabad,967.0,15.0,6.0,27.0
Konecranes,3.9,401.0,Industrial Machinery,Pune,1900.0,23.0,4.0,55.0
Parksons Packaging,4.1,401.0,Packaging,Mumbai,1500.0,17.0,8.0,30.0
Dorf Ketal Chemicals,4.0,401.0,Oil & Gas,Mumbai,1900.0,23.0,8.0,30.0
SPRINKLR,2.9,401.0,Software Product,Bengaluru,4100.0,115.0,55.0,29.0
BCH Electric,4.0,401.0,Electrical Equipment,Faridabad,1500.0,23.0,19.0,32.0
Repco Home Finance,3.5,400.0,NBFC,Chennai,1000.0,19.0,0.0,21.0
RSM US in India,3.4,400.0,Management Consulting,Bengaluru,3900.0,53.0,321.0,15.0
Epsilon Carbon,3.9,400.0,Chemicals,Ballari,1900.0,42.0,2.0,40.0
Hurix Digital,3.1,400.0,IT Services & Consulting,Chennai,1900.0,39.0,30.0,27.0
Nobel Hygiene,3.9,401.0,Healthcare,Mumbai,1300.0,24.0,30.0,34.0
Wellness Forever Lifestyle Chemist,3.9,400.0,Retail,Mumbai,1200.0,29.0,0.0,15.0
GE Aerospace,4.0,400.0,Defence & Aerospace,Pune,2000.0,24.0,0.0,2.0
Nissan,3.6,399.0,Automobile,Chennai,1800.0,29.0,0.0,30.0
Agilent Technologies,3.9,399.0,Pharma,Gurugram,2000.0,23.0,118.0,55.0
Indian Metals & Ferro Alloys,3.7,399.0,Iron & Steel,Bhubaneswar,1500.0,16.0,0.0,37.0
Triumphant Institute of Management Education,3.7,399.0,Education & Training,Hyderabad,1300.0,17.0,5.0,31.0
Publicis,3.5,399.0,Marketing & Advertising,Gurugram,4200.0,57.0,0.0,29.0
GSP Crop Science,4.0,399.0,Agro Chemicals,Vadodara,1500.0,32.0,13.0,27.0
D.p. Jain & Co. Infrastructure Pvt .,3.1,399.0,Engineering & Construction,Nagpur,1300.0,34.0,4.0,27.0
Smartworks,3.2,400.0,Real Estate,Bengaluru,2300.0,46.0,40.0,20.0
Shakti Pumps,3.7,399.0,Industrial Machinery,Indore,1500.0,41.0,113.0,29.0
Medline Industries India Private Limited,3.8,399.0,Medical Equipment,Pune,2700.0,49.0,5.0,25.0
Ambuja Neotia,3.8,399.0,Real Estate,Kolkata,1300.0,16.0,1.0,28.0
XL Health,4.2,398.0,Healthcare,Bengaluru,1500.0,24.0,0.0,55.0
Diverse Lynx,3.3,398.0,IT Services & Consulting,Noida,2000.0,23.0,4300.0,7.0
ABM Knowledgeware,3.7,398.0,IT Services & Consulting,Mumbai,1500.0,34.0,6.0,33.0
LeadSquared,2.7,398.0,Software Product,Bengaluru,3200.0,73.0,42.0,18.0
Merck Life Science,4.0,398.0,Pharma,Bengaluru,2900.0,22.0,0.0,28.0
Imarque Solutions,3.1,398.0,BPO,Chennai,1400.0,21.0,48.0,15.0
Karvy DigiKonnect,3.2,398.0,Financial Services,Hyderabad,1200.0,8.0,0.0,26.0
Kcc Buildcon,4.0,398.0,Engineering & Construction,Gurugram,1500.0,32.0,3.0,26.0
Examity,3.3,398.0,EdTech,Hyderabad,1800.0,38.0,5.0,31.0
Motherson Technology Services,3.3,398.0,IT Services & Consulting,Noida,2400.0,38.0,1.0,3.0
Alfa Laval,3.9,398.0,Industrial Machinery,Pune,1900.0,35.0,0.0,45.0
Jamna Auto Industries,3.9,397.0,Auto Components,Chennai,1700.0,20.0,2.0,37.0
Supertech,3.9,397.0,Real Estate,Noida,1600.0,19.0,0.0,33.0
Park Hospital,3.7,397.0,Healthcare,Gurugram,1300.0,28.0,19.0,14.0
Rosmerta Technologies,3.3,397.0,Auto Components,Gurugram,1700.0,33.0,3.0,14.0
Hexagon Capability Center,4.0,397.0,IT Services & Consulting,Hyderabad,2900.0,43.0,0.0,60.0
Kennametal,3.5,397.0,Industrial Machinery,Bengaluru,1900.0,31.0,28.0,37.0
Ess Kay Fincorp,4.2,396.0,NBFC,Jaipur,956.0,13.0,39.0,35.0
VIT University,4.0,396.0,Education & Training,Vellore,1500.0,36.0,70.0,27.0
Indifi Technologies,3.8,396.0,FinTech,Gurugram,1900.0,48.0,19.0,23.0
Scientific Publishing Services,3.8,396.0,Analytics & KPO,Chennai,1300.0,18.0,0.0,44.0
Everest Spices,3.8,396.0,FMCG,Mumbai,1200.0,17.0,2.0,18.0
Watertec India,3.7,396.0,Building Material,Coimbatore,1400.0,15.0,54.0,29.0
Accel Frontline,4.3,395.0,IT Services & Consulting,Chennai,755.0,7.0,0.0,42.0
HL Mando,4.0,395.0,Auto Components,Chennai,1500.0,25.0,0.0,8.0
Teamspace Financial Services,4.0,395.0,Recruitment,Mumbai,1100.0,23.0,4.0,11.0
