name,ratings,count_of_rating,company_types,hq,salary,interview_counts,jobs,benefits
Gpt Infraprojects,3.9,184,Engineering & Construction,Kolkata,554,7,1,12
C-quel Management Services,4.2,184,Accounting & Auditing,Kolkata,213,13,--,79
Bengal Energy,3.8,184,Power,Kharagpur,636,11,--,8
Maksat Technologies,3.4,184,Telecom,New Delhi,595,10,--,15
Glatt Systems,3.7,184,Pharma,Pune,1.1k,14,1,18
Cashfree Payments,2.9,184,FinTech,Bengaluru,1.7k,26,52,6
Cytecare Cancer Hospital,4.5,184,Healthcare,Bengaluru,462,14,7,11
KRG Technologies,4.4,184,IT Services & Consulting,Chennai,625,23,--,15
Graygraph Technologies Private Limited,4.2,184,IT Services & Consulting,Noida,626,34,7,2
Maschio Gaspardo,3.8,184,Industrial Machinery,Pune,751,13,7,26
Healthplix Technologies,3.0,184,Fitness & Wellness,Bengaluru,1.1k,29,8,14
Fiat Chrysler Automobiles,3.7,183,Automobile,Chennai,1.1k,8,2,26
Ayoki Fabricon,3.9,183,Engineering & Construction,Pune,722,7,14,13
Monginis Foods,3.4,183,Hospitality,Mumbai,705,9,--,17
Nippon Konpo,4.0,183,Logistics,Gurugram,557,9,--,11
Country Holidays Travel Chennai,3.9,183,Travel & Tourism,Noida,62,466,--,1
Childline India Foundation,4.3,183,Non-Profit,Mumbai,394,8,--,25
Kamdhenu,3.6,183,Building Material,Gurugram,542,10,5,14
Sharda Hospital,3.8,183,Healthcare,Greater Noida,731,12,--,11
MSL Driveline Systems,4.3,183,Auto Components,Nashik,654,3,--,16
Freyr Energy Services,3.7,184,Power,Hyderabad,613,12,114,8
Drishti IAS,4.1,183,EdTech,New Delhi,402,43,--,35
Ravi Foods,3.8,183,Food Processing,Hyderabad,595,9,--,16
GDX Group,4.1,183,Law Enforcement & Security,New Delhi,487,4,--,7
Bonanza Portfolio,3.4,183,Financial Services,Mumbai,873,12,25,7
Som Projects (S.P.L),3.7,183,Engineering & Construction,New Delhi,660,17,4,7
Wanfeng Aluminum Wheel,3.6,183,Industrial Machinery,Bawal,581,7,--,18
Global Hospital Pune India,3.9,183,Healthcare,Mumbai,546,7,--,27
Amgen,2.9,183,Biotechnology,Hyderabad,2.8k,30,871,9
Accurate Engineering Company,3.2,183,Industrial Machinery,Pune,919,11,12,16
Qube Cinema Technologies,3.7,184,Media & Entertainment,Chennai,838,8,95,19
Gangar Eyenation,3.8,183,Retail,Mumbai,516,11,38,17
Regal Rexnord Corporation,3.5,183,Industrial Machinery,Hyderabad,1.1k,19,42,5
Mepro Pharmaceuticals,3.7,183,Pharma,Vadodara,882,16,--,13
Deccan Cements,4.0,183,Building Material,Hyderabad,697,11,2,10
Dr ITM,3.0,183,BPO,Jaipur,507,12,1,9
Ruparel Realty,3.8,183,Real Estate,Mumbai,726,15,12,8
Dentsu Communications,3.2,183,Marketing & Advertising,Pune,1.8k,11,--,1
Hitek Syndicate,3.5,183,Banking,New Delhi,452,8,--,5
Swelect Energy Systems,4.0,183,Electrical Equipment,Chennai,524,15,--,9
Corrtech International,3.1,183,Engineering & Construction,Ahmedabad,713,3,2,6
ObjectWin Technology,3.6,183,Recruitment,Bengaluru,1.1k,12,--,5
Sistema Shyam Teleservices,4.2,183,Telecom,Gurugram,242,--,--,29
Techugo,3.6,183,Software Product,Noida,491,18,9,6
Aster Cmi Hospital,3.9,184,Healthcare,Bengaluru,635,13,--,17
cFIRST,3.9,183,Recruitment,Ahmedabad,677,7,2,36
IPL Biologicals,4.0,183,Agriculture,Gurugram,657,18,9,11
Radix Electrosystems,3.4,183,Electronics Manufacturing,Mumbai,814,16,6,9
Express Roadways,3.5,183,Logistics,New Delhi,731,9,3,9
ANEWA Engineering,3.8,183,Engineering & Construction,Hyderabad,947,4,31,16
Sitics Logistic Solutions,3.1,183,Financial Services,Palakkad,658,9,11,4
Laminaar Aviation Infotech,2.6,182,IT Services & Consulting,Bengaluru,1.1k,17,--,14
Impresario Entertainment & Hospitality,4.2,182,Hospitality,Mumbai,619,6,1,22
Jagatjit Industries,3.6,182,Beverage,Jalandhar,592,6,3,15
Rhenus Logistics,3.4,182,Logistics,Mumbai,976,13,1,9
Traya Health,3.5,182,Fitness & Wellness,Mumbai,555,38,12,2
Jai Kisan,3.2,182,Internet,Mumbai,568,15,--,6
Wepsol,3.4,182,IT Services & Consulting,Bengaluru,835,9,16,12
Kolors Healthcare,3.7,182,Healthcare,Hyderabad,709,16,4,10
Lalitpur Power Generation,4.3,182,Power,Lalitpur,632,12,--,14
Inox Green Energy Services,4.0,182,Electrical Equipment,Rajkot,561,13,--,7
NHPC,4.2,182,Power,Faridabad,505,14,--,25
Shankar Packagings,2.5,182,Packaging,Vadodara,849,12,8,11
Sunera Technologies,3.6,182,IT Services & Consulting,Hyderabad,1.7k,25,--,18
Vitech Systems Asia,3.5,182,IT Services & Consulting,Hyderabad,1.5k,7,--,10
Cubastion Consulting,3.0,182,IT Services & Consulting,Gurugram,1.2k,22,10,13
Indian School of Business,3.2,182,Analytics & KPO,Hyderabad,1.1k,12,8,15
Bhavna Corp.,3.3,182,IT Services & Consulting,Noida,1k,19,--,8
Solenis,3.7,182,Chemicals,Hyderabad,1.1k,23,1,10
Ginger Webs,2.6,182,IT Services & Consulting,Noida,1k,18,3,10
Nangia & Co. LLP,3.3,182,Accounting & Auditing,New Delhi,852,23,7,6
Vehere Technologies,4.5,182,IT Services & Consulting,Kolkata,322,24,8,10
River Engineering,3.7,183,Industrial Machinery,Greater Noida,874,9,5,19
L&T Infrastructure Development Projects,4.0,182,Engineering & Construction,Chennai,1.1k,10,--,12
DESIGNCO,3.9,182,Import & Export,Moradabad,738,17,23,15
FutureSoft India,3.4,183,Software Product,Bengaluru,638,16,20,2
Natural Remedies,3.8,182,Pharma,Bengaluru,772,17,7,13
Indus Motors,4.1,182,Automobile,Kochi,646,3,--,14
Dayal Group,4.0,182,Agriculture,Lucknow,565,12,20,16
Cadworks India,4.9,182,Design,New Delhi,61,10,--,6
Biotech Vision Care,3.6,182,Healthcare,Ahmedabad,885,17,3,14
Amentum,3.9,182,Defence & Aerospace,Bengaluru,271,8,13,31
Goldi Solar,4.0,182,Power,Surat,906,18,--,5
Gopalan Enterprises,4.0,182,Real Estate,Bengaluru,726,18,20,11
A2Z Infraservices,3.9,182,Facility Management Services,New Delhi,458,10,1,17
Integrated Enterprises,3.8,182,Financial Services,Chennai,673,14,1,8
Sterlite Copper,4.1,182,Metals & Mining,Thoothukudi,619,7,--,26
Divgi Torqtransfer Systems,3.1,182,Auto Components,Pune,822,10,--,13
BVC Logistics,3.4,182,Logistics,Mumbai,705,13,13,21
Digamber Finance,4.1,182,Financial Services,Jaipur,459,12,1,8
Harbinger Systems,3.4,182,Software Product,Pune,1.2k,7,7,14
Newtech Medical Devices,3.7,182,Medical Equipment,Faridabad,353,14,11,35
Maccaferri,3.9,182,Real Estate,Gurugram,695,11,--,24
Prione Business Services,4.4,181,Retail,Bengaluru,813,6,--,45
Indian Council of Agricultural Research,3.8,181,Education & Training,New Delhi,595,8,--,10
ABT Maruti,4.0,181,Automobile,Chennai,760,3,15,10
Mandovi Motors,3.8,182,Auto Components,Bengaluru,568,7,3,15
Li & Fung,3.9,181,Electrical Equipment,Gurugram,690,6,3,30
SNS College of Technology,4.8,181,Education & Training,Coimbatore,87,56,--,124
Globe Capital Market,3.4,181,Investment Banking / Venture Capital / Private Equity,New Delhi,660,7,2,4
Kapil Chit Funds,3.9,181,FinTech,Hyderabad,378,4,--,18
Simpa Energy,4.6,181,Power,Noida,318,1,--,22
CRED,3.5,181,FinTech,Bengaluru,2.4k,45,--,10
Shubham K Mart,4.1,182,Retail,Raipur,268,68,1,1
GreenCell Mobility,3.6,181,Logistics,Mumbai,598,13,20,6
Central Institute of Plastics Engineering & Technology,3.8,181,Education & Training,Chennai,632,4,--,21
Recykal,4.0,182,Internet,Hyderabad,887,10,14,4
Tynor Orthotics,3.4,181,Fitness & Wellness,Sahibzada Ajit Singh Nagar,699,16,--,13
Mega Rubber Technologies,3.6,181,Auto Components,Gurugram,741,11,--,8
PC Financial Services,4.1,181,Financial Services,Gurugram,502,11,--,32
United Nations Development Programme,4.1,181,Non-Profit,New Delhi,523,16,--,13
Veeline Industries,4.3,181,,Surat,258,48,--,5
Wyzmindz Solutions,3.2,181,IT Services & Consulting,Bengaluru,664,26,2,7
Sandfits Foundries,4.0,181,Auto Components,Coimbatore,621,35,12,7
Akasa Air,3.3,181,Aviation,Mumbai,1.1k,22,9,3
Bobst India,4.0,181,Industrial Machinery,Pune,929,15,4,18
Aster MIMS,4.4,181,Healthcare,Kozhikode,792,10,--,15
Indovision Services,3.8,181,IT Services & Consulting,New Delhi,840,20,113,10
bloom Hotel Group,4.2,181,Hospitality,New Delhi,710,11,--,9
Rain Carbon,4.1,181,,Visakhapatnam,570,15,--,9
Alexander Mann Solutions,3.0,181,Recruitment,Bengaluru,722,8,11,1
Daebu Automotive Seat,3.2,181,Auto Components,Chennai,678,6,6,22
Srijan Realty,3.6,181,Real Estate,Kolkata,833,12,2,12
Confiance BizSol Private Limited,3.1,181,Analytics & KPO,Ahmedabad,633,26,--,28
Global Payments,4.2,182,FinTech,Pune,1.7k,16,--,13
NetCom Learning,3.1,181,EdTech,New Delhi,768,21,7,15
Vega Intellisoft,4.3,181,Recruitment,Chennai,625,33,--,35
General Industrial Controls,3.6,181,Industrial Automation,Pune,1.1k,11,11,6
Metayb,3.8,181,IT Services & Consulting,Chennai,417,21,34,3
Infinity Data Technologies,3.4,181,IT Services & Consulting,Pune,1.2k,3,4,9
3F Industries,3.4,181,Food Processing,Nellore,775,9,2,13
Archean Chemical Industries,3.7,181,Chemicals,Bhuj,820,12,7,15
Exotel,2.9,181,Software Product,Bengaluru,1.4k,17,62,5
S.M. Consultants,3.4,181,Management Consulting,Bhubaneswar,637,18,--,12
Citylife Retail,3.9,180,Retail,Kolkata,347,7,--,14
O2f info Solutions,3.4,180,Recruitment,Hyderabad,1k,8,1,5
Damodar Valley Corporation,3.8,181,Power,Kolkata,411,9,--,21
Tech2Globe,3.9,180,IT Services & Consulting,New Delhi,298,23,17,12
Pentagon System and Services,3.7,180,IT Services & Consulting,Mumbai,876,8,15,9
Tata Realty and Infrastructure,3.8,181,Real Estate,Mumbai,948,9,69,10
Katyayani Organics,3.8,180,Agriculture,Bhopal,159,19,11,1
Greaves Electric Mobility,3.2,180,Automobile,Bengaluru,840,15,3,1
Lal Baba Seamless Tubes,3.0,180,Industrial Machinery,Haldia,795,11,--,12
Bewakoof,3.7,180,Fashion & Textile,Bengaluru,924,15,--,21
P C CHANDRA JEWELLERS,3.7,180,Jewellery,Kolkata,561,12,--,15
Best Value Chem,3.8,181,Chemicals,Vadodara,916,11,7,12
Yotta Infrastructure Solutions,3.7,180,IT Services & Consulting,Mumbai,1.2k,12,47,8
Arvind Technocrats & Engineers LLP,3.7,180,Engineering & Construction,New Delhi,295,10,6,6
NNE,3.4,180,Engineering & Construction,Bengaluru,1.2k,20,36,15
Chromewell Engineering,3.8,180,Industrial Machinery,Pune,740,14,8,8
Delivery.com,4.0,180,Internet,Hyderabad,707,19,--,13
Best Value Chem,3.8,181,Chemicals,Vadodara,916,11,7,12
Lawrence & Mayo,3.8,180,Retail,Hyderabad,481,15,--,24
Caparo Group,4.1,181,Oil & Gas,Chennai,782,8,1,14
Chromewell Engineering,3.8,180,Industrial Machinery,Pune,740,14,8,8
Kaff Appliances (india),3.1,180,Consumer Electronics & Appliances,Gurugram,671,15,--,12
NNE,3.4,180,Engineering & Construction,Bengaluru,1.2k,20,36,15
Lal Baba Seamless Tubes,3.0,180,Industrial Machinery,Haldia,795,11,--,12
Kuantum Papers,4.3,180,Pulp & Paper,Hoshiarpur,683,8,--,11
Kiaasa Retail Limited,4.6,180,Retail,New Delhi,321,31,--,17
Applus Velosi,3.7,180,Oil & Gas,Chennai,421,8,--,23
VASANTHA TOOL CRAFTS,3.9,180,Industrial Machinery,Hyderabad,608,12,--,18
Institute of Language Management,4.3,180,Education & Training,Bengaluru,198,16,--,27
Maya Academy of Advanced Cinematics,3.0,180,Animation & VFX,New Delhi,575,25,--,8
Sri Ranganathar Industries,3.3,180,Industrial Machinery,Coimbatore,833,11,4,6
Yamaha Music India,3.7,180,Media & Entertainment,Chennai,787,4,11,13
M2P Fintech,2.9,180,FinTech,Chennai,1.4k,33,9,2
Rabwin Industries,3.9,180,Industrial Machinery,Coimbatore,837,7,1,9
Yes Madam,4.0,180,Internet,Noida,576,50,55,1
Feedback Energy Distribution Company,3.6,179,Power,Bhubaneswar,571,7,--,15
Matrix Cellular Services,4.2,179,Telecom,New Delhi,453,2,--,17
Ranjit Buildcon,4.3,179,Engineering & Construction,Surat,536,13,--,8
Sinch,3.5,180,Internet,Noida,1.3k,16,6,9
Tara Consultancy Services,2.7,180,,Chennai,1.7k,40,--,3
John Cockerill,3.2,179,Industrial Machinery,Mumbai,892,10,56,16
KNNX Corp,2.5,179,IT Services & Consulting,Noida,878,11,--,17
Wellspring Healthcare,2.8,179,Healthcare,Mumbai,500,7,--,18
Ascolite - Aswani Industries Pvt. Ltd.,3.8,179,Engineering & Construction,Surat,441,36,51,6
Altius Customer Services,3.4,179,BPO,Nagpur,662,15,10,18
Leena Powertech Engineers,3.5,179,Engineering & Construction,Mumbai,550,9,1,7
Unilog Content Solutions ( P),3.3,179,Software Product,Mysuru,1.1k,19,6,13
Diksha Technologies,3.0,179,IT Services & Consulting,Bengaluru,789,5,15,38
"CAMP Systems International, Inc.",3.8,179,Software Product,Hyderabad,936,14,24,16
Carrefour,3.4,179,Retail,Gurugram,543,9,--,33
Ashley Global Capability Center,3.7,179,IT Services & Consulting,Chennai,541,72,--,4
Maven Silicon,3.9,179,Semiconductors,Bengaluru,378,23,18,9
Brandix India Apparel City,3.9,179,Fashion & Textile,Visakhapatnam,567,9,8,22
myTVS Parts & Accessories,3.9,179,Auto Components,Chennai,482,10,--,5
Inmakes Infotech,3.4,179,,Kochi,417,12,--,6
Randstad Digital,3.2,179,Recruitment,Bengaluru,1k,14,1,4
Carrefour,3.4,179,Retail,Gurugram,543,9,--,33
John Cockerill,3.2,179,Industrial Machinery,Mumbai,892,10,56,16
Jubilant Industries,3.8,179,Agro Chemicals,New Delhi,1.2k,18,--,15
Diksha Technologies,3.0,179,IT Services & Consulting,Bengaluru,789,5,15,38
Ideaforge Technology,3.5,179,Internet,Mumbai,1.1k,18,41,6
First Abu Dhabi Bank,3.1,179,Banking,Bengaluru,960,15,--,22
Infibeam Avenues,3.2,179,IT Services & Consulting,Mumbai,1.3k,12,1,4
Don Bosco Tech Society,4.0,179,Non-Profit,New Delhi,342,11,10,23
Kenstar,3.7,179,Consumer Electronics & Appliances,Gurugram,610,13,--,8
Sahyadri Farms,3.5,179,Internet,Nashik,870,15,10,4
J Pan Tubular Components,3.4,179,Industrial Machinery,Greater Noida,581,15,1,10
QuyTech,4.0,178,IT Services & Consulting,Gurugram,539,19,6,76
Da Milano Leathers,2.8,179,Leather,New Delhi,577,16,1,13
Poonawalla Finance,3.7,178,NBFC,Pune,966,6,--,8
Doordarshan,3.9,178,Broadcasting,New Delhi,858,7,3,16
SPIE Oil & Gas Services,4.2,178,Oil & Gas,Doha,276,10,--,22
Swal Corporation,4.1,178,Agro Chemicals,Pune,357,10,--,10
MEP Infrastructure Developers,3.7,178,Engineering & Construction,Mumbai,884,13,16,18
Curateq Biologics,3.3,178,Biotechnology,Hyderabad,868,13,5,4
Jamboree Education,3.2,178,EdTech,New Delhi,657,12,18,12
PAN Healthcare,4.5,178,FMCG,Rajkot,254,34,--,45
Singer India,4.0,179,Consumer Electronics & Appliances,New Delhi,597,6,--,17
Jamboree Education,3.2,178,EdTech,New Delhi,657,12,18,12
Atlassian,3.0,178,Software Product,Bengaluru,4.4k,101,17,6
ThinkPalm Technologies,3.9,178,IT Services & Consulting,Kochi,1.5k,17,6,15
Motwane Manufacturing Company,3.4,178,Electrical Equipment,Nashik,757,15,6,5
Presidency University,2.7,178,Education & Training,Bengaluru,759,13,--,14
nurture.farm,3.2,178,Agriculture,Bengaluru,721,11,--,9
Ashish Life Science,3.7,178,Pharma,Mumbai,590,15,3,51
Ferring Pharmaceuticals,3.9,178,Pharma,Hyderabad,852,8,--,25
Macmet Engineering,3.7,178,Industrial Machinery,Kolkata,686,11,2,20
Ascendum Solutions,3.1,178,IT Services & Consulting,Bengaluru,805,15,11,6
Vignesh Polymers,3.4,178,Auto Components,Chennai,1k,9,1,6
Liquiloans,2.9,178,FinTech,Mumbai,840,21,2,3
Sobha Constructions,3.4,178,Engineering & Construction,Bengaluru,672,18,--,3
St. Joseph's School,4.2,178,Education & Training,Lucknow,526,11,1,18
B.L. Agro Industries,3.7,178,FMCG,Bareilly,703,9,1,1
CR Asia,3.9,177,Oil & Gas,Jamnagar,625,11,2,32
Cipla Industries,4.0,177,Pharma,Indore,690,12,--,29
Bry-Air (Asia),3.6,177,,Gurugram,776,10,29,14
SKYMAP PHARMACEUTICALS,3.9,177,Pharma,Roorkee,599,8,--,6
Layam Flexi Solutions,3.4,177,Recruitment,Chennai,617,7,1,13
Continental Tyres,3.5,177,Auto Components,Meerut,615,6,--,12
DMI,3.9,177,IT Services & Consulting,Noida,1.2k,21,2,7
Ghv India,4.3,177,Engineering & Construction,Mumbai,689,7,--,16
Lepton Software Export & Research,3.5,177,Software Product,Gurugram,756,25,11,9
Nahar Industrial Enterprises,3.8,177,Fashion & Textile,Chandigarh,686,12,2,13
Informatica,3.8,177,Software Product,Bengaluru,2.2k,31,--,4
Rotex,3.8,177,Auto Components,Vadodara,938,19,21,11
Sportz Interactive,3.4,178,Internet,Mumbai,1.1k,18,27,13
ABP Network,4.0,177,Broadcasting,Noida,1.1k,5,--,14
Allied Nippon,3.7,177,Auto Components,Ghaziabad,721,14,7,10
Best Corporation,3.6,177,Fashion & Textile,Tiruppur,870,7,3,14
Universal Cables,3.9,177,Building Material,Satna,769,17,2,12
Newton School: Pay after Placement,3.7,177,Internet,Bengaluru,975,27,94,6
Ingenero Technologies,4.1,177,IT Services & Consulting,Mumbai,943,12,--,7
Namra Finance,3.9,177,Financial Services,Ahmedabad,471,10,3,5
D.B ENGINEERING,4.3,177,Industrial Machinery,Noida,363,15,40,15
Gmr Airport Developers,3.8,177,Engineering & Construction,Hyderabad,705,11,--,20
Finecure Pharmaceuticals,3.7,177,Pharma,Ahmedabad,817,14,3,15
Nahar Industrial Enterprises,3.8,177,Fashion & Textile,Chandigarh,686,12,2,13
D.B ENGINEERING,4.3,177,Industrial Machinery,Noida,363,15,40,15
Finecure Pharmaceuticals,3.7,177,Pharma,Ahmedabad,817,14,3,15
Modelama Exports,3.9,177,Fashion & Textile,Gurugram,678,5,--,8
Pravin Masalewale,3.9,177,FMCG,Pune,583,7,--,9
EASTMAN EXPORTS GLOBAL CLOTHING PVT.LTD,3.6,177,Fashion & Textile,Tiruppur,908,6,7,9
Mahindra Accelo,3.4,177,Iron & Steel,Pune,654,7,2,5
HP Computing and Printing Systems,3.8,177,IT Services & Consulting,Bengaluru,993,8,--,11
Scorpion Express,3.6,177,Logistics,Mumbai,660,18,--,12
Ind swift ltd. Gbu,3.6,177,,Chandigarh,768,10,--,4
Sowparnika,4.1,177,Real Estate,Bengaluru,821,8,15,12
Alliant Talent,2.2,177,Accounting & Auditing,Hyderabad,958,14,26,3
Ultra Engineers,4.0,176,Industrial Machinery,Pune,849,12,--,19
Apptunix,4.1,176,Software Product,Sahibzada Ajit Singh Nagar,466,65,--,5
Technocraft Industries,3.7,176,Industrial Machinery,Mumbai,852,11,--,15
Pathcare Labs,3.7,176,Healthcare,Hyderabad,543,18,--,16
L&T Buildings & Factories,3.8,176,Engineering & Construction,Mumbai,166,8,--,90
Bharat Coking Coal,4.2,176,Metals & Mining,Dhanbad,446,11,--,18
Holostik,4.0,176,Packaging,Noida,730,14,6,21
Atidan Technologies,4.2,176,Software Product,Mumbai,489,26,43,12
Ajanta Shoes,3.6,176,Fashion & Textile,Kolkata,604,19,3,7
Thinksys Software,3.8,176,IT Services & Consulting,Noida,1k,26,3,40
vSplash Techlabs,2.0,177,IT Services & Consulting,Hyderabad,719,13,--,4
Gujarat Guardian Ltd.,3.7,176,Building Material,Ankleshwar,779,14,11,23
Paracoat Products,3.7,176,Auto Components,Hosur,858,9,11,10
Indian Register of Shipping,3.9,176,"Testing, Inspection and Certification (TIC)",Mumbai,942,12,13,7
Peerless Hospital,4.1,176,Healthcare,Kolkata,523,5,--,3
Pan Gulf Technologies,3.9,176,Design,Mumbai,909,14,11,14
Servosys Solutions,2.8,176,Financial Services,Mumbai,1.3k,27,2,9
SMCC Construction India,4.1,176,Engineering & Construction,New Delhi,603,12,3,18
Goel Construction,3.8,176,Engineering & Construction,Jaipur,615,9,--,5
IQ City Medical College,3.5,176,Education & Training,Durgapur,520,12,--,19
Crio.Do,2.9,176,EdTech,Bengaluru,946,34,--,2
Thyssenkrupp Industries and Services,3.9,178,,Pune,773,7,6,4
Dmi Finance,3.6,176,NBFC,New Delhi,1.3k,15,44,10
STEM Learning,4.2,177,Education & Training,Mumbai,288,27,8,8
Kumar Properties,4.2,176,Real Estate,Pune,859,13,4,7
Vee Gee Industrial Enterprises,3.9,176,Electronics Manufacturing,Faridabad,682,14,--,11
Olive Bar & Kitchen,4.0,176,Hospitality,New Delhi,495,5,32,18
Impressions Services,3.8,176,Facility Management Services,Gurugram,723,5,2,11
Goel Construction,3.8,176,Engineering & Construction,Jaipur,615,9,--,5
Warner Bros. Discovery,3.7,176,Media & Entertainment,Hyderabad,2k,32,59,5
ART Housing Finance (India),3.6,176,Financial Services,Gurugram,572,9,2,17
Johnson Electric,3.5,176,Electronics Manufacturing,Chennai,955,21,27,12
Sms Integrated Facility Services,4.1,176,Facility Management Services,Mumbai,659,6,2,6
ATYETI,3.7,176,IT Services & Consulting,Pune,982,20,60,10
Ben Franklin,3.6,176,Retail,Hyderabad,156,9,32,--
MGNREGA,3.7,176,Government,Hyderabad,353,7,--,11
Metro Tyres,3.6,176,Auto Components,Ludhiana,697,12,--,9
BG Distributors,3.5,175,FMCG,Kolkata,398,9,2,10
Nimbus BPO,3.3,175,BPO,Ranchi,565,17,1,8
Willowood Chemicals,3.7,175,Agro Chemicals,Vadodara,549,8,--,2
Hills Cement Company,3.2,175,Engineering & Construction,Guwahati,650,14,5,5
Meditrina Hospital,4.0,175,Healthcare,Kollam,511,4,--,3
Talwalkars Better Value Fitness,4.1,175,Fitness & Wellness,Mumbai,424,6,--,30
Escorts Construction Equipment,4.2,175,Industrial Machinery,Faridabad,647,10,--,28
Trawex Technologies,4.5,175,Software Product,Bengaluru,143,20,22,10
Qicpic,2.3,175,Internet,Bengaluru,104,21,--,3
Lamprell,4.0,175,Oil & Gas,Chennai,381,7,2,24
SEForge,3.3,175,Engineering & Construction,Coimbatore,853,7,1,14
GXO,3.7,175,Logistics,Mumbai,794,15,9,8
Lapp India,4.1,175,Electrical Equipment,Bengaluru,914,11,7,14
Acer India,3.7,175,IT Services & Consulting,Bengaluru,794,10,--,16
Educational Initiatives,2.9,175,EdTech,Bengaluru,975,16,1,23
Happy Forging,3.8,175,Auto Components,Ludhiana,906,12,2,8
FunnL,3.4,175,Marketing & Advertising,Hyderabad,828,7,1,3
Gowtham Model School,3.8,175,Education & Training,Hyderabad,553,14,--,9
Keihin India Manufacturing,4.4,175,Auto Components,Neemrana,618,5,--,32
MUFG Intime India,3.4,175,,Mumbai,769,12,--,9
Konstelec Engineers,3.4,175,Engineering & Construction,Mumbai,619,14,6,8
Podar Jumbo Kids,3.9,175,Education & Training,Mumbai,425,8,--,13
Lince Soft Solutions,4.7,175,Recruitment,Hyderabad,1.8k,8,--,9
Neelachal Ispat Nigam,4.2,175,Metals & Mining,Jajpur,549,20,--,11
Nipha Exports,3.6,176,Industrial Machinery,Kolkata,839,13,1,7
Hiranandani group,4.1,175,Real Estate,Mumbai,885,11,--,24
Gsa Industries,4.0,176,Automobile,Patiala,583,17,10,2
DCW,3.7,175,Chemicals,Thoothukudi,717,9,12,20
Trinity Touch,4.3,175,Electrical Equipment,Faridabad,825,15,25,32
